Age,Sex,Level,Field,Degree,Employability,Income,Daily_used,Accounts,Hrs,Time,Followers,Posted,Posted_later,Believed,UseRes,RealName
18 to 22,Female,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,200-300 OMR,"Instagram, TikTok, Snapchat, WhatsApp, Youtube, ","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",60,Yes,Yes,Yes,Communication,Yes
18 to 22,Female,Specialisation (two years),Business related,Bachelor,Employed in Public Sector,800 or more,Instagram,Instagram,1 hour,Night,240,Yes,Yes,Yes,Communication,Yes
18 to 22,Male,Specialisation (one year),Business related,Diploma,Private business,200-300 OMR,"Instagram, Snapchat, Twitter","Instagram, Snapchat, Twitter",2-3 hours,Night,10000,Yes,Yes,Yes,Communication,Yes
18 to 22,Female,Specialisation (two years),Business related,Bachelor,Private business,400-500 OMR,"Instagram, WhatsApp, Youtube","Instagram, Snapchat, WhatsApp",30 min,Afternoon,54,Yes,Yes,Yes,Communication,No
31 to 40,Female,Specialisation (more than Four years),Engineering ,Bachelor,Employed in Public Sector,800 or more,WhatsApp,"Instagram, Snapchat, WhatsApp",1 hour,Afternoon,50,No,No,,Communication,No
23 to 27,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,200-300 OMR,"Instagram, TikTok, Snapchat, WhatsApp, Youtube","Instagram, TikTok, Snapchat, WhatsApp",4 hours & more,Evening,6,Yes,Yes,Yes,Communication,Yes
23 to 27,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, Snapchat","Instagram, Snapchat",2-3 hours,Night,3,Yes,Yes,Yes,Cultural,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,800 or more,"Instagram, Snapchat, Twitter","Instagram, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,Evening,90,Yes,Yes,Yes,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Night,900,Yes,Yes,Yes,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (two years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, Youtube","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,"Afternoon, Evening, Night",23,Yes,Yes,Yes,Entertainment,No
41 to 50,Male,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,"WhatsApp, Youtube","Facebook, WhatsApp",2-3 hours,Evening,5,Yes,Yes,Yes,Entertainment,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,600-700 OMR,Instagram,"Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",746,Yes,Yes,Yes,Communication,No
41 to 50,Female,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,WhatsApp,WhatsApp,2-3 hours,Evening,100,Yes,Yes,Yes,Communication,Yes
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,800 or more,"Instagram, WhatsApp, Youtube",WhatsApp,2-3 hours,Night,31,Yes,Yes,Yes,Discovering/Developing Talents,Yes
18 to 22,Female,General Foundation,Engineering ,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp, Youtube",WhatsApp,2-3 hours,Night,90,Yes,Yes,Yes,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (one year),Engineering ,Bachelor,I do not work I am a student,600-700 OMR,Instagram,Instagram,1 hour,Evening,100,Yes,Yes,Yes,Discovering/Developing Talents,No
18 to 22,Female,Specialisation (three years),Business related,Diploma,I do not work I am a student,800 or more,"Instagram, Snapchat, WhatsApp, Youtube",Instagram,4 hours & more,"Afternoon, Night",200,Yes,Yes,Yes,Communication,Yes
18 to 22,Male,Specialisation (three years),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",WhatsApp,2-3 hours,"Afternoon, Night",2,Yes,Yes,Yes,Communication,No
18 to 22,Male,Specialisation (two years),Art and Architecture related,Diploma,I do not work I am a student,800 or more,"Instagram, Snapchat, WhatsApp","Instagram, TikTok",2-3 hours,Night,12500,Yes,Yes,Yes,Communication,Yes
18 to 22,Male,Specialisation (two years),Engineering ,Bachelor,I do not work I am a student,800 or more,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat, WhatsApp, Youtube",2-3 hours,"Evening, Night",200,Yes,Yes,Yes,Communication,No
23 to 27,Female,Specialisation (one year),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp",WhatsApp,30 min,Night,1,Yes,Yes,Yes,Cultural,No
18 to 22,Female,Specialisation (two years),Business related,Diploma,I do not work I am a student,800 or more,"Instagram, TikTok","Instagram, TikTok, Snapchat",2-3 hours,Night,20,Maybe,Maybe,Maybe,Communication,No
18 to 22,Female,Specialisation (two years),Business related,Diploma,I do not work I am a student,800 or more,"Instagram, TikTok","Instagram, TikTok, Snapchat",2-3 hours,Night,20,Maybe,Maybe,Maybe,Communication,No
23 to 27,Female,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp, Youtube","Instagram, WhatsApp, Youtube",2-3 hours,Night,4,Maybe,Maybe,Maybe,Discovering/Developing Talents,No
23 to 27,Male,Specialisation (one year),IT related field,Bachelor,Private business,200-300 OMR,"Instagram, TikTok, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp",1 hour,Night,5,No,Maybe,Maybe,Communication,Yes
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, TikTok, Snapchat, WhatsApp, Youtube","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",9200,No,Maybe,Maybe,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,800 or more,"Instagram, Snapchat, WhatsApp","Instagram, Snapchat, WhatsApp",4 hours & more,Afternoon,200,No,Maybe,Maybe,Communication,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,400-500 OMR,Instagram,"Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,Evening,500,No,Maybe,Maybe,Communication,No
23 to 27,Female,Specialisation (more than Four years),Art and Architecture related,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube","Instagram, Snapchat, Twitter, WhatsApp",4 hours & more,Night,20,No,Maybe,Maybe,Discovering/Developing Talents,No
18 to 22,Female,Specialisation (one year),Art and Architecture related,Diploma,Employed in private Sector,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, Snapchat, WhatsApp",30 min,"Afternoon, Night",2,No,Maybe,Maybe,Cultural,No
18 to 22,Female,General Foundation,IT related field,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, Snapchat, WhatsApp","Instagram, Snapchat, Twitter, WhatsApp",2-3 hours,"Morning, Afternoon, Evening, Night",70,Yes,Maybe,Maybe,Trade,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,600-700 OMR,"Instagram, Snapchat, Facebook, WhatsApp, Youtube","Instagram, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,"Morning, Afternoon, Evening, Night",100,Yes,Maybe,Maybe,Cultural,Yes
23 to 27,Female,Specialisation (Four years),IT related field,Diploma,I do not work I am a student,600-700 OMR,"Twitter, WhatsApp","WhatsApp, Youtube, ",1 hour,Morning,170,Yes,Maybe,Maybe,Cultural,No
18 to 22,Male,Specialisation (Four years),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp, Youtube","Instagram, WhatsApp",2-3 hours,"Morning, Night",100,Yes,Maybe,Maybe,Trade,Yes
23 to 27,Male,Specialisation (two years),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Twitter, WhatsApp, Youtube",Instagram,2-3 hours,"Evening, Night",200,Yes,No,Yes,Discovering/Developing Talents,Yes
31 to 40,Female,General Foundation,Arts and Humanities,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, Facebook, WhatsApp, Youtube","Instagram, Facebook, WhatsApp",2-3 hours,Evening,0,Yes,No,Yes,Discovering/Developing Talents,No
18 to 22,Female,Specialisation (two years),Business related,Bachelor,I do not work I am a student,400-500 OMR,Instagram,"Instagram, Snapchat, Twitter, WhatsApp",1 hour,"Evening, Night",6000,Yes,No,Yes,Communication,No
18 to 22,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,Instagram,Instagram,1 hour,Night,300,No,No,Yes,Entertainment,No
18 to 22,Female,Specialisation (three years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Twitter","Instagram, Twitter, WhatsApp, Youtube",4 hours & more,Evening,100,No,No,Yes,Communication,No
23 to 27,Male,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Twitter, WhatsApp, Youtube","Instagram, Twitter, WhatsApp, Youtube",2-3 hours,"Morning, Night",90,No,No,Yes,Communication,No
18 to 22,Male,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",100,No,No,Yes,Communication,Yes
below 18,Male,General Foundation,Engineering ,Bachelor,I do not work I am a student,800 or more,WhatsApp,Instagram,1 hour,Night,793,No,No,Yes,Communication,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat, Twitter, Youtube",1 hour,Evening,0,No,No,Maybe,Discovering/Developing Talents,No
18 to 22,Female,Specialisation (three years),Business related,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp, Youtube","Instagram, WhatsApp, Youtube",2-3 hours,"Afternoon, Night",0,No,No,Maybe,Entertainment,No
18 to 22,Female,General Foundation,IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Youtube","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",1 hour,"Afternoon, Evening, Night",85,No,No,Maybe,Entertainment,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp","Instagram, Twitter",4 hours & more,"Afternoon, Evening",100,No,No,Maybe,Communication,Yes
18 to 22,Female,Specialisation (three years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,"Morning, Evening",4000,No,No,Maybe,Entertainment,No
18 to 22,Female,Specialisation (three years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Twitter, WhatsApp, Youtube","Twitter, WhatsApp, Youtube",1 hour,Evening,20,No,No,Maybe,Discovering/Developing Talents,No
18 to 22,Male,Specialisation (Four years),Business related,Diploma,I do not work I am a student,400-500 OMR,Instagram,"Instagram, TikTok, Snapchat, Twitter, Youtube",4 hours & more,Evening,1000,No,No,Maybe,Entertainment,No
18 to 22,Male,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,400-500 OMR,Instagram,"Instagram, Twitter",2-3 hours,Night,200,No,No,Maybe,Communication,Yes
18 to 22,Male,Specialisation (Four years),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Afternoon, Night",100,No,No,Yes,Trade,Yes
18 to 22,Female,Specialisation (two years),IT related field,Bachelor,I do not work I am a student,200-300 OMR,"Instagram, TikTok, Snapchat, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Night,200,No,No,Yes,Entertainment,Yes
18 to 22,Male,Specialisation (Four years),Business related,Diploma,I do not work I am a student,200-300 OMR,"Instagram, TikTok, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, WhatsApp",1 hour,"Afternoon, Evening, Night",500,No,No,Yes,Communication,Yes
18 to 22,Female,Specialisation (two years),Business related,Bachelor,I do not work I am a student,800 or more,"Instagram, Twitter, Youtube","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,"Afternoon, Evening, Night",100,No,No,Yes,Entertainment,Yes
18 to 22,Male,Specialisation (two years),Business related,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp, Youtube, ","Instagram, TikTok, Snapchat, Twitter, WhatsApp",2-3 hours,Evening,500,Yes,No,Yes,Communication,Yes
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp",2-3 hours,"Morning, Night",800,Yes,Yes,Yes,Communication,No
23 to 27,Female,Specialisation (Four years),Business related,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp",WhatsApp,2-3 hours,Evening,50,Yes,Yes,Yes,Entertainment,No
23 to 27,Male,Specialisation (Four years),Business related,Bachelor,I do not work I am a student,400-500 OMR,Instagram,WhatsApp,2-3 hours,Night,100,Yes,Yes,Yes,Communication,Yes
18 to 22,Female,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Evening, Night",1000,No,Yes,Yes,Communication,Yes
18 to 22,Female,Specialisation (one year),Business related,Diploma,I do not work I am a student,600-700 OMR,"TikTok, Youtube","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,"Evening, Night",100,No,Yes,Yes,Entertainment,No
18 to 22,Female,Specialisation (two years),Business related,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, WhatsApp, Youtube","Instagram, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,Night,400,No,Yes,Yes,Entertainment,No
31 to 40,Female,Specialisation (more than Four years),Business related,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, TikTok, Snapchat, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp",4 hours & more,"Morning, Night",2,Yes,Yes,Yes,Cultural,No
18 to 22,Male,Specialisation (one year),Engineering ,Diploma,I do not work I am a student,600-700 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat, Facebook, WhatsApp",2-3 hours,Night,1290,Yes,Yes,Yes,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (one year),Business related,Diploma,Employed in private Sector,400-500 OMR,"Instagram, TikTok, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp",4 hours & more,Evening,500,Yes,Yes,Yes,Communication,Yes
18 to 22,Female,Specialisation (two years),Business related,Diploma,Private business,400-500 OMR,Facebook,Instagram,1 hour,Morning,561,Yes,Yes,No,Communication,No
18 to 22,Female,Specialisation (one year),Business related,Diploma,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp",Instagram,2-3 hours,Evening,10,Maybe,Maybe,No,Cultural,No
23 to 27,Male,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp, Youtube, Telegram","Instagram, Snapchat, WhatsApp",4 hours & more,"Afternoon, Night",15,No,Maybe,No,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,"Evening, Night",4,No,Maybe,No,Discovering/Developing Talents,Yes
18 to 22,Male,Specialisation (one year),Engineering ,Bachelor,I do not work I am a student,400-500 OMR,"Twitter, WhatsApp, Youtube","Instagram, Twitter, WhatsApp, Youtube",2-3 hours,"Afternoon, Evening, Night",900,No,Maybe,No,Discovering/Developing Talents,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, WhatsApp, Youtube","Instagram, TikTok, Snapchat, WhatsApp, Youtube",4 hours & more,"Evening, Night",323,No,Maybe,No,Discovering/Developing Talents,Yes
18 to 22,Female,General Foundation,IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, Snapchat",4 hours & more,Night,150,Yes,Maybe,No,Cultural,Yes
18 to 22,Female,Specialisation (two years),Business related,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp","Instagram, Snapchat, WhatsApp",2-3 hours,Evening,3,Yes,Maybe,No,Entertainment,Yes
18 to 22,Female,Specialisation (three years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Evening,68,Yes,No,No,Communication,Yes
23 to 27,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, WhatsApp","Instagram, TikTok, Snapchat, WhatsApp",4 hours & more,"Evening, Night",120,Yes,No,No,Discovering/Developing Talents,No
18 to 22,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,800 or more,"Instagram, TikTok","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,Evening,500,Yes,No,No,Communication,No
18 to 22,Female,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, WhatsApp, Youtube",1 hour,"Morning, Afternoon, Evening, Night",198,Yes,No,No,Communication,Yes
23 to 27,Female,Specialisation (two years),Business related,Diploma,I do not work I am a student,400-500 OMR,"Facebook, WhatsApp",Twitter,1 hour,Evening,627829,Yes,No,No,Entertainment,Yes
31 to 40,Male,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,Twitter,"Instagram, Facebook, Twitter, WhatsApp, Youtube",2-3 hours,"Morning, Afternoon, Evening, Night",1000,No,No,No,Cultural,Yes
18 to 22,Male,Specialisation (one year),IT related field,Diploma,I do not work I am a student,400-500 OMR,Instagram,"Instagram, WhatsApp",4 hours & more,"Morning, Afternoon, Evening, Night",30,No,No,No,Communication,Yes
18 to 22,Male,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, WhatsApp, Youtube","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",100,No,No,No,Entertainment,Yes
23 to 27,Male,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Night,150,No,No,No,Trade,No
23 to 27,Male,Specialisation (Four years),IT related field,Bachelor,Private business,400-500 OMR,"Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Night,200,No,No,No,Trade,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp, Youtube","Instagram, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Night",400,No,No,No,Communication,No
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, WhatsApp","Instagram, WhatsApp, Youtube",4 hours & more,"Afternoon, Night",40,No,No,No,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,Instagram,Instagram,2-3 hours,Afternoon,59,No,No,No,Communication,No
18 to 22,Male,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat, WhatsApp, Youtube",30 min,Night,1200,No,No,No,Entertainment,No
18 to 22,Male,Specialisation (two years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp, Youtube","Instagram, Snapchat, Facebook, Twitter, WhatsApp, Youtube",1 hour,"Morning, Afternoon, Evening, Night",100,No,No,No,Communication,Yes
18 to 22,Female,Specialisation (Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,Instagram,"Instagram, TikTok, Snapchat, WhatsApp",4 hours & more,"Morning, Afternoon, Evening, Night",7335,No,No,No,Discovering/Developing Talents,Yes
18 to 22,Female,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Snapchat","Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,"Evening, Night",200,No,No,No,Communication,Yes
41 to 50,Female,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, Snapchat, Facebook, WhatsApp, Youtube","Instagram, Facebook, WhatsApp",1 hour,"Evening, Night",500,No,No,No,Communication,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,600-700 OMR,"Instagram, TikTok, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, WhatsApp",4 hours & more,"Afternoon, Night",1000,No,No,No,Cultural,Yes
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, Snapchat, Facebook, Twitter, WhatsApp, Youtube","Instagram, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,"Evening, Night",200,No,No,No,Entertainment,No
41 to 50,Female,Specialisation (Four years),Business related,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, WhatsApp, Youtube",Instagram,4 hours & more,Night,30,No,No,No,Communication,No
31 to 40,Female,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,"Instagram, Twitter, WhatsApp","Instagram, Facebook, Twitter, WhatsApp",1 hour,Evening,50,No,No,No,Discovering/Developing Talents,Yes
18 to 22,Female,General Foundation,IT related field,Bachelor,I do not work I am a student,600-700 OMR,WhatsApp,"Instagram, Snapchat, WhatsApp, Youtube",30 min,Morning,400,No,No,No,Discovering/Developing Talents,Yes
41 to 50,Male,Specialisation (more than Four years),IT related field,Bachelor,Employed in Public Sector,600-700 OMR,"Twitter, WhatsApp","Twitter, WhatsApp",1 hour,Evening,25,No,No,No,Communication,Yes
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp, Youtube","Instagram, Snapchat, Twitter, WhatsApp, Youtube",1 hour,"Afternoon, Evening, Night",700,No,No,No,Communication,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,600-700 OMR,"Instagram, TikTok, Snapchat","Instagram, TikTok, Snapchat",30 min,Night,100,No,No,No,Trade,No
23 to 27,Female,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,600-700 OMR,Instagram,"Instagram, TikTok, Snapchat, Twitter, WhatsApp, Youtube",2-3 hours,Evening,160,No,No,No,Discovering/Developing Talents,Yes
23 to 27,Male,Specialisation (more than Four years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp","Instagram, Snapchat, Twitter, WhatsApp, Youtube",4 hours & more,Night,10000,No,No,No,Communication,Yes
18 to 22,Male,Specialisation (two years),Art and Architecture related,Diploma,Employed in Public Sector,600-700 OMR,Yava,"Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,"Morning, Afternoon, Evening, Night",50000,No,No,No,Trade,No
18 to 22,Male,Specialisation (one year),Engineering ,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Snapchat","Instagram, TikTok, Snapchat, Facebook, WhatsApp, Youtube",4 hours & more,"Afternoon, Evening, Night",400,No,No,No,Communication,Yes
18 to 22,Male,Specialisation (two years),Engineering ,Diploma,I do not work I am a student,400-500 OMR,WhatsApp,Instagram,30 min,"Morning, Evening",3,No,No,No,Cultural,Yes
18 to 22,Male,Specialisation (one year),Engineering ,Bachelor,I do not work I am a student,400-500 OMR,Instagram,TikTok,2-3 hours,Night,200,No,No,No,Entertainment,No
18 to 22,Female,Specialisation (two years),IT related field,Bachelor,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, Twitter, WhatsApp","Instagram, TikTok, Snapchat, Twitter, WhatsApp",1 hour,"Afternoon, Night",2980,No,No,No,Communication,No
18 to 22,Male,Specialisation (two years),Business related,Diploma,I do not work I am a student,400-500 OMR,Snapchat,"Instagram, Snapchat, Youtube",4 hours & more,Evening,800,No,No,No,Communication,Yes
23 to 27,Male,Specialisation (one year),Business related,Diploma,I do not work I am a student,400-500 OMR,Instagram,Instagram,30 min,Afternoon,3000,No,No,No,Communication,Yes
18 to 22,Female,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, TikTok, Snapchat, WhatsApp","TikTok, Snapchat",2-3 hours,Evening,100,No,No,No,Entertainment,No
18 to 22,Male,Specialisation (one year),IT related field,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat, WhatsApp, Youtube",4 hours & more,"Afternoon, Evening, Night",10,Yes,No,No,Communication,No
18 to 22,Male,General Foundation,Engineering ,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Twitter, WhatsApp, Youtube","Instagram, Twitter, WhatsApp, Youtube",2-3 hours,"Morning, Evening, Night",123,Yes,No,No,Discovering/Developing Talents,Yes
18 to 22,Male,Specialisation (one year),IT related field,Diploma,Private business,800 or more,Twitter,"Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp",1 hour,Night,2000,No,Yes,No,Cultural,Yes
18 to 22,Female,Specialisation (three years),Engineering ,Diploma,I do not work I am a student,400-500 OMR,"Instagram, Snapchat, WhatsApp","Instagram, TikTok, Snapchat, WhatsApp, Youtube",4 hours & more,"Evening, Night",882,No,Yes,No,Entertainment,Yes
18 to 22,Male,Specialisation (two years),IT related field,Diploma,I do not work I am a student,400-500 OMR,Instagram,Instagram,2-3 hours,Afternoon,3,Yes,Yes,No,Entertainment,Yes
18 to 22,Male,Specialisation (two years),IT related field,Diploma,Private business,600-700 OMR,"Instagram, Snapchat, WhatsApp, ","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube",4 hours & more,Evening,120000,Yes,Yes,No,Communication,Yes
31 to 40,Male,Specialisation (one year),IT related field,Bachelor,I do not work I am a student,800 or more,"Instagram, Snapchat, Twitter","Instagram, TikTok, Snapchat, Facebook, Twitter, WhatsApp, Youtube, ",2-3 hours,Afternoon,500,Yes,Yes,No,Cultural,Yes
18 to 22,Female,Specialisation (one year),IT related field,Diploma,I do not work I am a student,200-300 OMR,"Instagram, Snapchat, WhatsApp, Youtube","Instagram, Snapchat",2-3 hours,Morning,4,Yes,Yes,No,Cultural,Yes
